CMPD_CHEMBLID,MOLREGNO,PARENT_CMPD_CHEMBLID,PARENT_MOLREGNO,MOL_PREF_NAME,COMPOUND_KEY,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS,CANONICAL_SMILES,ACTIVITY_ID,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,PCHEMBL_VALUE,PUBLISHED_TYPE,PUBLISHED_RELATION,PUBLISHED_VALUE,PUBLISHED_UNITS,ACTIVITY_COMMENT,DATA_VALIDITY_COMMENT,POTENTIAL_DUPLICATE,BAO_ENDPOINT,UO_UNITS,QUDT_UNITS,ASSAY_ID,ASSAY_CHEMBLID,ASSAY_TYPE,DESCRIPTION,ASSAY_SRC_ID,ASSAY_SRC_DESCRIPTION,ASSAY_ORGANISM,ASSAY_STRAIN,ASSAY_TAX_ID,CURATED_BY,BAO_FORMAT,TID,TARGET_CHEMBLID,TARGET_TYPE,PROTEIN_ACCESSION,PREF_NAME,ORGANISM,CONFIDENCE_SCORE,TARGET_MAPPING,APD_NAME,APD_CONFIDENCE,DOC_ID,DOC_CHEMBLID,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,CELL_ID,CELL_CHEMBL_ID,CELL_NAME
CHEMBL3233031,1733400,CHEMBL3233031,1733400,,14,327.38,3.86,96.25,0,Cc1cccc(Nc2sc(cc2C(=O)N)c3ccccc3F)n1,14569816,T1/2,=,0.3167,hr,,t1/2,=,19,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1335617,CHEMBL3239504,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,82258,CHEMBL3232939,24666646,Bioorg. Med. Chem. Lett.,2014,24,8,1968,,,
CHEMBL2207173,1446815,CHEMBL2207173,1446815,,"SI, R19C1",363.46,4.12,83.6,0,Cc1ccccc1C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,12196327,T1/2,=,0.3833,hr,,t1/2,=,23,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,885151,CHEMBL2213242,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,66931,CHEMBL2203003,23084902,Bioorg. Med. Chem. Lett.,2012,22,23,7189,,,
CHEMBL2397493,1568005,CHEMBL2397493,1568005,,11,325.4,1.83,98.21,0,Cc1ccccc1C[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N,13356641,T1/2,=,0.2333,hr,,t1/2,=,14,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,966835,CHEMBL2400836,A,Half life in human liver microsomes at 1 uM by LC/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,74111,CHEMBL2396628,23735006,J. Med. Chem.,2013,56,12,4953,,,
CHEMBL3397083,1828799,CHEMBL3397083,1828799,,8.15,522.61,5.12,59.65,2,Cc1ccccc1C2=C3C=CC=CN3C(=O)N(CCCCN4CCC(=CC4)c5c[nH]c6ccc(F)cc56)C2=O,15155277,T1/2,=,1.263,hr,,t1/2,=,75.76,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1462645,CHEMBL3399332,A,Half life in human liver microsomes at 10 uM by LC/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,90961,CHEMBL3396994,25461308,Eur. J. Med. Chem.,2015,90,,21,,,
CHEMBL256625,433681,CHEMBL256625,433681,,13,251.33,2.66,43.84,0,Cc1ccccc1c2ccc3ncn(C)c3c2CN,2122506,T1/2,=,3.05,hr,,t1/2,=,183,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,470463,CHEMBL951315,A,Half life in human liver microsome,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,38953,CHEMBL1143921,18346892,Bioorg. Med. Chem. Lett.,2008,18,7,2362,,,
CHEMBL397392,412791,CHEMBL397392,412791,,18,274.4,1.74,24.5,0,Cc1ccccc1CN(C2CCOCC2)[C@H]3CCNC3,2020893,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,454296,CHEMBL903474,A,Metabolic stability in human liver microsomes assessed as half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,37434,CHEMBL1139125,17267217,Bioorg. Med. Chem. Lett.,2007,17,7,2022,,,
CHEMBL1630773,1052960,CHEMBL1630773,1052960,,6b,244.34,3.42,44.81,0,CC1CCCCC1N(C)c2ncnc3[nH]ccc23,5109089,T1/2,=,0.1667,hr,,t1/2,=,10,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,695933,CHEMBL1641120,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54253,CHEMBL1629452,21105711,J. Med. Chem.,2010,53,24,8468,,,
CHEMBL3828353,2094344,CHEMBL3828353,2094344,,24,366.44,3.56,109.28,0,Cc1ccccc1NC(=O)NC(=O)CSc2nc3ccccc3nc2C,16645567,T1/2,=,0.7767,hr,,t1/2,=,46.6,min,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1590962,CHEMBL3830720,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,99865,CHEMBL3826909,27377328,Bioorg. Med. Chem. Lett.,2016,26,15,3429,,,
CHEMBL1630802,1052989,CHEMBL1630802,1052989,,18k,340.42,2.39,88.91,0,CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)C(C)(C)C#N,5109140,T1/2,=,0.5,hr,,t1/2,=,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,695933,CHEMBL1641120,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54253,CHEMBL1629452,21105711,J. Med. Chem.,2010,53,24,8468,,,
CHEMBL1630795,1052982,CHEMBL1630795,1052982,,18d,355.43,1.7,82.19,0,CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)C4CCC(=O)C4,5109139,T1/2,=,0.5,hr,,t1/2,=,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,695933,CHEMBL1641120,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54253,CHEMBL1629452,21105711,J. Med. Chem.,2010,53,24,8468,,,
CHEMBL1630797,1052984,CHEMBL1630797,1052984,,18f,343.42,1.49,74.35,0,CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)C4CCOC4,5109168,T1/2,=,1.517,hr,,t1/2,=,91,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,695933,CHEMBL1641120,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54253,CHEMBL1629452,21105711,J. Med. Chem.,2010,53,24,8468,,,
CHEMBL1630796,1052983,CHEMBL1630796,1052983,,18e,355.46,2.78,93.36,0,CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)c4ccsc4,5109121,T1/2,=,0.35,hr,,t1/2,=,21,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,695933,CHEMBL1641120,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54253,CHEMBL1629452,21105711,J. Med. Chem.,2010,53,24,8468,,,
CHEMBL1630799,1052986,CHEMBL1630799,1052986,,18h,365.45,0.92,107.63,0,CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)CS(=O)(=O)C,5109175,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,695933,CHEMBL1641120,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,54253,CHEMBL1629452,21105711,J. Med. Chem.,2010,53,24,8468,,,
CHEMBL3600830,1955719,CHEMBL3600830,1955719,,45,430.97,6.69,25.36,1,CC1CCN(CCOc2ccc(cc2)C#Cc3ccc(cn3)c4ccc(Cl)cc4)CC1,15666587,T1/2,>,1.5,hr,,t1/2,>,90,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1509305,CHEMBL3603118,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,93046,CHEMBL3600293,26112443,Bioorg. Med. Chem. Lett.,2015,25,16,3264,,,
CHEMBL2349553,1531403,CHEMBL2349553,1531403,,27,324.35,4.07,59.81,0,Cc1ccnc(NC(=O)c2nn(C)c(c2C)c3ccc(F)cc3)c1,12716486,T1/2,=,1.517,hr,,t1/2,=,91,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,951517,CHEMBL2350936,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,72774,CHEMBL2346654,23434029,Bioorg. Med. Chem. Lett.,2013,23,7,2134,,,
CHEMBL3112908,1615861,CHEMBL3112908,1615861,,35,400.43,4.83,103.85,0,Cc1ccnc(NC(c2ccc(cc2)[N+](=O)[O-])c3ccc4ccc(C)nc4c3O)c1,13918404,T1/2,=,1.933,hr,,t1/2,=,116,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1290076,CHEMBL3117196,A,Half life in human liver microsomes at 1 uM by reversed phase LC/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,76815,CHEMBL3112564,24387280,J. Med. Chem.,2014,57,3,669,,,
CHEMBL589706,589733,CHEMBL589706,589733,,34,386.4,4.55,103.86,0,Cc1ccnc(NC(c2ccc(cc2)[N+](=O)[O-])c3ccc4cccnc4c3O)c1,13918405,T1/2,=,0.425,hr,,t1/2,=,25.5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1290076,CHEMBL3117196,A,Half life in human liver microsomes at 1 uM by reversed phase LC/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,76815,CHEMBL3112564,24387280,J. Med. Chem.,2014,57,3,669,,,
CHEMBL2408316,1572728,CHEMBL2408316,1572728,,33,333.34,3.48,81.16,0,Cc1ccoc1C(=O)Nc2ccc(C)c(c2)c3oc4cccnc4n3,13381108,T1/2,=,0.1333,hr,,t1/2,=,8,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,972764,CHEMBL2411124,A,Half life in human liver microsomes at 1 uM by LC-MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,74405,CHEMBL2407056,23831695,Eur. J. Med. Chem.,2013,66,,450,,,
CHEMBL2408321,1572733,CHEMBL2408321,1572733,,38,337.3,3.2,81.16,0,Cc1ccoc1C(=O)Nc2ccc(F)c(c2)c3oc4cccnc4n3,13381106,T1/2,=,0.15,hr,,t1/2,=,9,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,972764,CHEMBL2411124,A,Half life in human liver microsomes at 1 uM by LC-MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,74405,CHEMBL2407056,23831695,Eur. J. Med. Chem.,2013,66,,450,,,
CHEMBL2408342,1572754,CHEMBL2408342,1572754,,18,319.31,2.99,81.16,0,Cc1ccoc1C(=O)Nc2cccc(c2)c3oc4cccnc4n3,13381109,T1/2,=,0.1667,hr,,t1/2,=,10,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,972764,CHEMBL2411124,A,Half life in human liver microsomes at 1 uM by LC-MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,74405,CHEMBL2407056,23831695,Eur. J. Med. Chem.,2013,66,,450,,,
CHEMBL179621,299728,CHEMBL179621,299728,,7,193.24,3.22,41.13,0,Cc1ccsc1c2ccc(F)nc2,1782103,T1/2,=,1.4,hr,,T1/2,=,84,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,412646,CHEMBL910614,A,Stability in human liver microsome,1,Scientific Literature,Homo sapiens,,9606,Intermediate,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,31860,CHEMBL1137358,17125252,J. Med. Chem.,2006,49,24,6987,,,
CHEMBL179669,299718,CHEMBL179669,299718,,4,175.25,2.64,41.13,0,Cc1ccsc1c2cccnc2,1782105,T1/2,=,0.5333,hr,,T1/2,=,32,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,412646,CHEMBL910614,A,Stability in human liver microsome,1,Scientific Literature,Homo sapiens,,9606,Intermediate,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,31860,CHEMBL1137358,17125252,J. Med. Chem.,2006,49,24,6987,,,
CHEMBL3781349,2076638,CHEMBL3781349,2076638,,6; SRI 31215,419.56,3.02,76.66,0,CC1CN(CC2CCN(Cc3ccccc3)CC2)C(=O)N(C1)c4cccc(c4)C(=N)N,16523043,T1/2,=,2.7,hr,,t1/2,=,162,min,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1563094,CHEMBL3783742,A,Half life in human liver microsomes by LC/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,98743,CHEMBL3779883,26985294,ACS Med. Chem. Lett.,2016,7,2,177,,,
CHEMBL1650848,1062932,CHEMBL1650848,1062932,,31,439.64,4.25,56.56,0,CC1CN(CCN1)c2nc3ccccc3n2C4CCN(CC4)C5(CO)CCCCCCC5,5164643,T1/2,=,0.3283,hr,,t1/2,=,19.7,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,714486,CHEMBL1659144,A,Half life in human liver microsomes at 1 uM by HPLC-MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,55203,CHEMBL1649335,20875743,Bioorg. Med. Chem.,2010,18,21,7675,,,
CHEMBL2430197,1582241,CHEMBL2430197,1582241,,12,262.28,1.67,106.23,0,Cc1cn2cc(nc2s1)c3ccc(O)c(O)c3O,13461213,T1/2,=,0.1867,hr,,t1/2,=,11.2,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,985776,CHEMBL2433993,A,Half life in human liver microsomes at 1 uM after 1 to 60 mins by UHPLC-MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,75023,CHEMBL2429861,23994869,Eur. J. Med. Chem.,2013,68,,412,,,
CHEMBL3781661,2075408,CHEMBL3781661,2075408,,4; IACS-4619,195.26,2.3,61.03,0,Cc1cnc(N)nc1OCC(C)(C)C,16515670,T1/2,=,0.5,hr,,t1/2,=,0.5,hr,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1565676,CHEMBL3782410,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,98689,CHEMBL3779767,26898335,Bioorg. Med. Chem. Lett.,2016,26,6,1503,,,
CHEMBL3780032,2075409,CHEMBL3780032,2075409,,5; IACS-4759,211.26,1.21,81.26,0,Cc1cnc(N)nc1OCC(C)(C)CO,16515671,T1/2,=,5.5,hr,,t1/2,=,5.5,hr,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1565676,CHEMBL3782410,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,98689,CHEMBL3779767,26898335,Bioorg. Med. Chem. Lett.,2016,26,6,1503,,,
CHEMBL1270959,710207,CHEMBL1270959,710207,,46,404.48,0.53,117.7,0,Cc1cnc(NC(=O)[C@H](CC2CCCC2)N3C=CC(=CC3=O)S(=O)(=O)C)cn1,6224249,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,750333,CHEMBL1785619,A,Half life in human liver microsome at 1 uM by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,57863,CHEMBL1782019,19435665,Bioorg. Med. Chem. Lett.,2009,19,12,3247,,,
CHEMBL1097159,627029,CHEMBL1097159,627029,,8o,477.45,6.42,55.41,1,Cc1cnc2c(cccc2c1c3cccc(c3)c4cc(c(F)cc4F)S(=O)(=O)C)C(F)(F)F,3292671,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,629448,CHEMBL1105801,A,Half life in human liver microsome,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,51149,CHEMBL1158561,20382019,Bioorg. Med. Chem. Lett.,2010,20,9,2903,,,
CHEMBL1094742,626811,CHEMBL1094742,626811,,8d,441.47,6.01,55.41,1,Cc1cnc2c(cccc2c1c3cccc(c3)c4ccc(cc4)S(=O)(=O)C)C(F)(F)F,3292661,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,629448,CHEMBL1105801,A,Half life in human liver microsome,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,51149,CHEMBL1158561,20382019,Bioorg. Med. Chem. Lett.,2010,20,9,2903,,,
CHEMBL1097158,627028,CHEMBL1097158,627028,,8n,459.46,6.21,55.41,1,Cc1cnc2c(cccc2c1c3cccc(c3)c4ccc(F)c(c4)S(=O)(=O)C)C(F)(F)F,3292670,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,629448,CHEMBL1105801,A,Half life in human liver microsome,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,51149,CHEMBL1158561,20382019,Bioorg. Med. Chem. Lett.,2010,20,9,2903,,,
CHEMBL594176,594009,CHEMBL594176,594009,,7t,491.91,6.71,64.64,1,Cc1cnc2c(cccc2c1c3cccc(Oc4cc(Cl)cc(c4)S(=O)(=O)C)c3)C(F)(F)F,3086506,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,603044,CHEMBL1047705,A,Half life in human liver microsomes after 30 mins,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49427,CHEMBL1153144,19932617,Bioorg. Med. Chem. Lett.,2010,20,1,209,,,
CHEMBL594175,594008,CHEMBL594175,594008,,7s,475.46,6.25,64.64,1,Cc1cnc2c(cccc2c1c3cccc(Oc4cc(F)cc(c4)S(=O)(=O)C)c3)C(F)(F)F,3086505,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,603044,CHEMBL1047705,A,Half life in human liver microsomes after 30 mins,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49427,CHEMBL1153144,19932617,Bioorg. Med. Chem. Lett.,2010,20,1,209,,,
CHEMBL593884,595229,CHEMBL593884,595229,,7a,457.46,6.05,64.64,1,Cc1cnc2c(cccc2c1c3cccc(Oc4ccc(cc4)S(=O)(=O)C)c3)C(F)(F)F,3086497,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,603044,CHEMBL1047705,A,Half life in human liver microsomes after 30 mins,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49427,CHEMBL1153144,19932617,Bioorg. Med. Chem. Lett.,2010,20,1,209,,,
CHEMBL595689,590864,CHEMBL595689,590864,,5a,457.46,6.05,64.64,1,Cc1cnc2c(cccc2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,3090214,T1/2,=,0.5,hr,,t1/2,=,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,605706,CHEMBL1071236,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49520,CHEMBL1153237,20005711,Bioorg. Med. Chem. Lett.,2010,20,2,521,,,
CHEMBL595689,590864,CHEMBL595689,590864,,5a,457.46,6.05,64.64,1,Cc1cnc2c(cccc2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,3074697,T1/2,=,0.5,hr,,t1/2,=,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,605991,CHEMBL1070576,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49522,CHEMBL1153239,20006495,Bioorg. Med. Chem. Lett.,2010,20,2,526,,,
CHEMBL595689,590864,CHEMBL595689,590864,,7b,457.46,6.05,64.64,1,Cc1cnc2c(cccc2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,3086498,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,603044,CHEMBL1047705,A,Half life in human liver microsomes after 30 mins,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49427,CHEMBL1153144,19932617,Bioorg. Med. Chem. Lett.,2010,20,1,209,,,
CHEMBL2035053,1344573,CHEMBL2035053,1344573,,"14e, 95:5 trans/Cis mixture",487.59,4.92,81.63,0,Cc1cnc2Nc3ccc(OCCN4CCCC4)c(COC\C=C\CCOc5cc(ccn5)c1n2)c3,10910670,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,821300,CHEMBL2040130,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,62087,CHEMBL2034857,22339472,J. Med. Chem.,2012,55,6,2623,,,
CHEMBL2181088,1441910,CHEMBL2181088,1441910,,"22b, 85:15 trans/cis mixture",486.61,5.03,68.74,1,Cc1cnc2Nc3ccc(OCCN4CCCC4)c(COCC=CCOCc5cccc(c5)c1n2)c3,12151295,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,872460,CHEMBL2182138,A,Half life in human liver microsomes at 5 uM by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,66746,CHEMBL2176955,21604762,J. Med. Chem.,2011,54,13,4638,,,
CHEMBL2346724,1528545,CHEMBL2346724,1528545,,MTE,200.26,1.93,54.02,0,Cc1csc(n1)C#Cc2cccnc2,12716474,T1/2,=,1.8,hr,,t1/2,=,108,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,951517,CHEMBL2350936,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,72774,CHEMBL2346654,23434029,Bioorg. Med. Chem. Lett.,2013,23,7,2134,,,
CHEMBL410355,361894,CHEMBL410355,361894,,26,176.24,1.34,54.02,0,Cc1csc(n1)c2cccnc2,1782090,T1/2,=,0.6,hr,,T1/2,=,36,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,412646,CHEMBL910614,A,Stability in human liver microsome,1,Scientific Literature,Homo sapiens,,9606,Intermediate,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,31860,CHEMBL1137358,17125252,J. Med. Chem.,2006,49,24,6987,,,
